COMMAND: D:\Games\piper_sim\.venv\Scripts\python.exe -B -m piper_rl.scripts.train --task human-aware --human-preset randomized --human-difficulty 1.0 --algo sac --timesteps 2000000 --n-envs 4 --seed 2 --run-name human_aware_random_full_s2 --out runs --eval-freq 20000 --n-eval-episodes 15 --checkpoint-freq 50000 --action-mode cartesian --device auto
Using cpu device

======================================================================
SAC  |  2,000,000 steps  |  4 env(s)  |  obs (64,)  |  act (5,)
run dir: runs\human_aware_random_full_s2
======================================================================

Logging to runs\human_aware_random_full_s2\tb\SAC_1
D:\Games\piper_sim\.venv\Lib\site-packages\stable_baselines3\common\callbacks.py:419: UserWarning: Training and eval env are not of the same type<stable_baselines3.common.vec_env.subproc_vec_env.SubprocVecEnv object at 0x000001FDDD553ED0> != <stable_baselines3.common.vec_env.dummy_vec_env.DummyVecEnv object at 0x000001FDDD513350>
  warnings.warn("Training and eval env are not of the same type" f"{self.training_env} != {self.eval_env}")
---------------------------------------------
| rollout/                       |          |
|    n_updates                   | 91392    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.04     |
|    collision_steps             | 1.12     |
|    completion_time             | 6.68     |
|    ep_len                      | 134      |
|    ep_len_mean                 | 134      |
|    ep_rew_mean                 | -43.8    |
|    episodes                    | 788      |
|    grasp_rate                  | 0.36     |
|    human_collision_rate        | 0.22     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 38.5     |
|    lift_rate                   | 0.14     |
|    minimum_human_distance      | 0.125    |
|    near_misses                 | 0.36     |
|    place_err_mm                | 283      |
|    proximity_steps             | 17.3     |
|    safety_clamped              | 119      |
|    success_rate                | 0.03     |
|    waiting_steps               | 13.4     |
| time/                          |          |
|    episodes                    | 790      |
|    fps                         | 40       |
|    time_elapsed                | 2424     |
|    total_timesteps             | 97624    |
| train/                         |          |
|    actor_loss                  | 12.6     |
|    critic_loss                 | 17.4     |
|    ent_coef                    | 0.028    |
|    ent_coef_loss               | -0.911   |
|    learning_rate               | 0.0003   |
|    n_updates                   | 92620    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.02     |
|    collision_steps             | 1.12     |
|    completion_time             | 6.79     |
|    ep_len                      | 136      |
|    episodes                    | 790      |
|    grasp_rate                  | 0.34     |
|    human_collision_rate        | 0.22     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 39.3     |
|    lift_rate                   | 0.14     |
|    minimum_human_distance      | 0.121    |
|    near_misses                 | 0.38     |
|    place_err_mm                | 290      |
|    proximity_steps             | 18.2     |
|    safety_clamped              | 122      |
|    success_rate                | 0.02     |
|    waiting_steps               | 13.8     |
| train/                         |          |
|    actor_loss                  | 12.8     |
|    critic_loss                 | 32.9     |
|    ent_coef                    | 0.0281   |
|    ent_coef_loss               | -0.19    |
|    learning_rate               | 0.0003   |
|    n_updates                   | 92996    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0        |
|    collision_steps             | 1.12     |
|    completion_time             | 7.12     |
|    ep_len                      | 142      |
|    ep_len_mean                 | 136      |
|    ep_rew_mean                 | -40.1    |
|    episodes                    | 799      |
|    grasp_rate                  | 0.3      |
|    human_collision_rate        | 0.18     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 33.9     |
|    lift_rate                   | 0.18     |
|    minimum_human_distance      | 0.114    |
|    near_misses                 | 0.36     |
|    place_err_mm                | 290      |
|    proximity_steps             | 19.6     |
|    safety_clamped              | 128      |
|    success_rate                | 0.03     |
|    waiting_steps               | 14.2     |
| time/                          |          |
|    episodes                    | 800      |
|    fps                         | 40       |
|    time_elapsed                | 2464     |
|    total_timesteps             | 99224    |
| train/                         |          |
|    actor_loss                  | 13.4     |
|    critic_loss                 | 21       |
|    ent_coef                    | 0.0282   |
|    ent_coef_loss               | 0.617    |
|    learning_rate               | 0.0003   |
|    n_updates                   | 94220    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0        |
